SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
DE4204301,NSG Reeser Schanz,DE,B,2025,2025,1,2,1,0,0.0
DE4204302,"NSG Lohwardt/Reckerfeld, Hübsche Grändort, nur Teilfl., mit Erw.",DE,B,2021,2021,1,1,1,0,0.0
DE4204303,"NSG Altrhein Reeser Eyland, mit Erweiterung",DE,B,2014,2025,5,9,12,7,0.5833333333333334
DE4204305,"NSG Sonsfeldsche Bruch, Hagener Meer und Düne, mit Erweiterung",DE,B,2018,2019,2,3,2,0,0.0
DE4204306,"NSG Gut Grindt u. NSG Rheinaue zw. Km 830,7 - 833,2 , nur Teilfl.",DE,B,2017,2017,1,1,1,0,0.0
DE4205302,Diersfordter Wald/ Schnepfenberg,DE,B,2015,2018,3,3,4,1,0.25
DE4209302,Lippeaue,DE,B,2011,2025,8,58,15,7,0.4666666666666667
DE4209303,Westruper Heide,DE,B,2012,2024,4,4,13,9,0.6923076923076923
DE4210302,Stever,DE,B,2025,2025,1,2,1,0,0.0
DE4211301,Wälder Nordkirchen,DE,B,2025,2025,1,1,1,0,0.0
DE4213301,Lippeaue zwischen Hangfort und Hamm,DE,B,2010,2025,11,25,16,5,0.3125
DE4213302,Uentroper Wald,DE,B,2022,2023,2,2,2,0,0.0
DE4214301,Stockumer Holz,DE,B,2023,2024,2,3,2,0,0.0
DE4218301,Tallewiesen,DE,B,2012,2012,1,1,1,0,0.0
DE4218302,Langenbergteich,DE,B,2024,2024,1,1,1,0,0.0
DE4219301,Egge,DE,B,2019,2023,3,3,5,2,0.4
DE4220302,Hinnenburger Forst mit Emder Bachtal,DE,B,2018,2021,2,2,4,2,0.5
DE4221301,Stadtwald Brakel,DE,B,2025,2025,1,1,1,0,0.0
DE4222301,Buchenwälder der Weserhänge,DE,B,2021,2025,3,3,5,2,0.4
DE4222302,Grundlose-Taubenborn,DE,B,2010,2022,4,6,13,9,0.6923076923076923
DE4222303,Bielenberg mit Stollen,DE,B,2021,2021,1,1,1,0,0.0
DE4222331,Wälder im südlichen Solling,DE,B,2018,2024,3,3,7,4,0.5714285714285714
DE4223401,Solling,DE,A,2015,2025,5,8,11,6,0.5454545454545454
DE4225401,Leinetal bei Salzderhelden,DE,A,2007,2025,19,2548,19,0,0.0
DE4228331,"Sieber, Oder, Rhume",DE,B,2008,2024,15,58,17,2,0.11764705882352941
DE4229301,Hochharz,DE,B,2025,2025,1,1,1,0,0.0
DE4229303,Bergwiesen bei St. Andreasberg,DE,B,2024,2024,1,1,1,0,0.0
DE4229331,Bachtäler im Oberharz um Braunlage,DE,B,2022,2022,1,2,1,0,0.0
DE4229401,Vogelschutzgebiet Hochharz,DE,A,2025,2025,1,1,1,0,0.0
DE4229402,Nationalpark Harz,DE,A,2010,2023,3,3,14,11,0.7857142857142857
DE4231301,Laubwaldgebiet zwischen Wernigerode und Blankenburg,DE,B,2009,2025,3,3,17,14,0.8235294117647058
DE4231303,Bodetal und Laubwälder des Harzrandes bei Thale,DE,B,2016,2025,6,19,10,4,0.4
DE4231401,Vogelschutzgebiet zwischen Wernigerode und Blankenburg,DE,A,2009,2025,3,3,17,14,0.8235294117647058
DE4232401,Nordöstlicher Unterharz,DE,A,2011,2025,11,44,15,4,0.26666666666666666
DE4233302,Burgesroth und Laubwälder bei Ballenstedt,DE,B,2011,2011,1,1,1,0,0.0
DE4236301,Auenwälder bei Plötzkau,DE,B,2011,2025,8,193,15,7,0.4666666666666667
DE4236401,Auenwald Plötzkau,DE,A,2017,2025,7,70,9,2,0.2222222222222222
DE4239302,Untere Muldeaue,DE,B,2020,2024,5,12,5,0,0.0
DE4245301,Fluten von Arnsnesta,DE,B,2016,2017,2,2,2,0,0.0
DE4248303,Wanninchen,DE,B,2016,2016,1,1,1,0,0.0
DE4252302,Biotopverbund Spreeaue,DE,B,2023,2023,1,1,1,0,0.0
DE4304301,Uedemer Hochwald,DE,B,2014,2025,5,7,12,7,0.5833333333333334
DE4305301,"NSG Bislicher Insel, nur Teilfläche",DE,B,2003,2025,23,648,23,0,0.0
DE4305302,NSG Weseler Aue,DE,B,2023,2023,1,2,1,0,0.0
DE4305303,NSG Rheinvorland bei Perrich,DE,B,2018,2022,2,2,5,3,0.6
DE4305304,Schwarzes Wasser,DE,B,2011,2025,4,5,15,11,0.7333333333333333
DE4305305,NSG Droste Woy und NSG  Westerheide,DE,B,2018,2023,2,3,6,4,0.6666666666666666
DE4306301,"NSG Lippeaue bei Damm u. Bricht  und NSG Loosenberge, nur Teilfl.",DE,B,2012,2013,2,2,2,0,0.0
DE4306302,"NSG - Komplex In den Drevenacker Dünen, mit Erweiterung",DE,B,2019,2019,1,1,1,0,0.0
DE4307301,Postwegmoore u. Rütterberg-Nord,DE,B,2012,2012,1,1,1,0,0.0
DE4311301,"In den Kämpen, Im Mersche und Langerner Hufeisen",DE,B,2010,2023,5,8,14,9,0.6428571428571429
DE4311302,"Disselkamp, Lippeaue südlich Waterhues und Unterlauf Beverbach",DE,B,2011,2025,2,3,15,13,0.8666666666666667
DE4311303,Beversee,DE,B,2009,2025,4,7,17,13,0.7647058823529411
DE4312301,Lippe zwischen Hamm und Werne,DE,B,2009,2024,7,14,16,9,0.5625
DE4314301,Ahsewiesen,DE,B,2008,2025,17,92,18,1,0.05555555555555555
DE4314302,"Teilabschnitte Lippe- Unna, Hamm, Soest, Warendorf",DE,B,2008,2025,17,159,18,1,0.05555555555555555
DE4314401,VSG Lippeaue zwischen Hamm und Lippstadt mit Ahsewiesen,DE,A,2008,2025,17,221,18,1,0.05555555555555555
DE4315301,"Lusebredde, Hellinghäuser Wiesen und Klostermersch",DE,B,2012,2025,7,10,14,7,0.5
DE4315302,Manninghofer Bach sowie Gieseler und Muckenbruch,DE,B,2024,2025,2,5,2,0,0.0
DE4315304,Woeste und Eichenbuchenwald bei Ostinghausen,DE,B,2010,2025,9,22,16,7,0.4375
DE4317302,Rabbruch und Osternheuland,DE,B,2021,2021,1,7,1,0,0.0
DE4317303,Heder mit Thüler Moorkomplex,DE,B,2023,2023,1,1,1,0,0.0
DE4318301,Ziegenberg,DE,B,2023,2023,1,1,1,0,0.0
DE4320305,Nethe,DE,B,2014,2025,6,9,12,6,0.5
DE4322301,Stahlberg und Hölleberg bei Deisel,DE,B,2017,2017,1,1,1,0,0.0
DE4323331,Schwülme und Auschnippe,DE,B,2017,2023,2,2,7,5,0.7142857142857143
DE4325301,Göttinger Wald,DE,B,2023,2023,1,1,1,0,0.0
DE4325332,Mäuseberg und Eulenberg,DE,B,2025,2025,1,1,1,0,0.0
DE4329303,Gipskarstgebiet bei Bad Sachsa,DE,B,2016,2025,6,20,10,4,0.4
DE4330301,Harzer Bachtäler,DE,B,2022,2025,2,2,4,2,0.5
DE4330305,Beretal mit Seitentälern,DE,B,2020,2020,1,1,1,0,0.0
DE4330420,Südharz,DE,A,2020,2021,2,2,2,0,0.0
DE4332302,Selketal und Bergwiesen bei Stiege,DE,B,2020,2020,1,3,1,0,0.0
DE4340301,Muldeaue oberhalb Pouch,DE,B,2021,2022,2,3,2,0,0.0
DE4340302,Vereinigte Mulde und Muldeauen,DE,B,2012,2025,12,55,14,2,0.14285714285714285
DE4340451,Vereinigte Mulde,DE,A,2012,2025,12,74,14,2,0.14285714285714285
DE4342301,Elbtal zwischen Mühlberg und Greudnitz,DE,B,2017,2017,1,2,1,0,0.0
DE4342304,Presseler Heidewald- und Moorgebiet,DE,B,2024,2024,1,1,1,0,0.0
DE4342451,Dübener Heide,DE,A,2024,2024,1,1,1,0,0.0
DE4342452,Elbaue und Teichgebiete bei Torgau,DE,A,2017,2024,5,6,8,3,0.375
DE4346303,Hochfläche um die Hohe Warte,DE,B,2025,2025,1,1,1,0,0.0
DE4347302,Kleine Elster und Niederungsbereiche,DE,B,2022,2022,1,1,1,0,0.0
DE4352301,Talsperre Spremberg,DE,B,2022,2023,2,2,2,0,0.0
DE4404301,Fleuthkuhlen,DE,B,2021,2024,4,10,4,0,0.0
DE4404302,Niederkamp,DE,B,2021,2024,4,5,4,0,0.0
DE4405301,Rhein-Fischschutzzonen zwischen Emmerich und Bad Honnef,DE,B,2010,2025,15,137,16,1,0.0625
DE4405303,"NSG Rheinvorland im Orsoyer Rheinbogen, mit Erweiterung",DE,B,2002,2024,14,30,23,9,0.391304347826087
DE4406301,NSG Rheinaue Walsum,DE,B,2003,2025,21,303,23,2,0.08695652173913043
DE4407301,Kirchheller Heide und Hiesfelder Wald,DE,B,2014,2025,11,81,12,1,0.08333333333333333
DE4407302,Köllnischer Wald,DE,B,2021,2021,1,1,1,0,0.0
DE4407303,Heidesee in der Kirchheller Heide,DE,B,2011,2025,8,11,15,7,0.4666666666666667
DE4414301,Büecke und Hiddingser Schledde,DE,B,2019,2024,3,4,6,3,0.5
DE4415401,Vogelschutzgebiet Hellwegbörde,DE,A,2010,2025,11,70,16,5,0.3125
DE4417302,Wälder bei Büren,DE,B,2018,2020,2,2,3,1,0.3333333333333333
DE4419401,Vogelschutzgebiet Egge,DE,A,2018,2024,4,5,7,3,0.42857142857142855
DE4421302,Schwiemelkopf,DE,B,2023,2023,1,1,1,0,0.0
DE4422350,Holzapetal,DE,B,2019,2024,3,4,6,3,0.5
DE4423350,Weserhänge mit Bachläufen,DE,B,2012,2025,5,10,14,9,0.6428571428571429
DE4426301,"Seeanger, Retlake, Suhletal",DE,B,2007,2024,18,252,18,0,0.0
DE4426302,Seeburger See,DE,B,2008,2024,17,96,17,0,0.0
DE4426401,Unteres Eichsfeld,DE,A,2007,2024,18,378,18,0,0.0
DE4428302,Ellersystem - Weilröder Wald - Sülzensee,DE,C,2020,2022,2,3,3,1,0.3333333333333333
DE4429301,Hunnengrube - Katzenschwanz - Sattelköpfe,DE,B,2017,2021,3,3,5,2,0.4
DE4430301,Kammerforst - Himmelsberg - Mühlberg,DE,B,2017,2020,4,5,4,0,0.0
DE4430304,Rüdigsdorfer Schweiz - Harzfelder Holz - Hasenwinkel,DE,B,2011,2017,3,3,7,4,0.5714285714285714
DE4430420,Südharzer Gipskarst,DE,A,2011,2021,7,12,11,4,0.36363636363636365
DE4431301,Buchenwälder um Stolberg,DE,C,2020,2020,1,1,1,0,0.0
DE4431307,Hagen - Heidelberg,DE,B,2021,2021,1,1,1,0,0.0
DE4431320,Pfaffenköpfe,DE,B,2021,2021,1,1,1,0,0.0
DE4432301,Buntsandstein- und Gipskarstlandschaft bei Questenberg im Südharz,DE,B,2021,2024,2,3,4,2,0.5
DE4437307,Nordspitze der Peißnitz und Forstwerder in Halle,DE,B,2016,2025,3,4,10,7,0.7
DE4439452,Agrarraum und Bergbaufolgelandschaft bei Delitzsch,DE,A,2009,2022,9,13,14,5,0.35714285714285715
DE4440302,Leinegebiet,DE,B,2021,2021,1,2,1,0,0.0
DE4440451,Kämmereiforst und Leineaue,DE,A,2021,2021,1,2,1,0,0.0
DE4446301,Mittellauf der Schwarzen Elster,DE,B,2015,2025,4,7,11,7,0.6363636363636364
DE4447421,Niederlausitzer Heide,DE,A,2025,2025,1,1,1,0,0.0
DE4452301,Spreetal und Heiden zwischen Uhyst und Spremberg,DE,B,2024,2024,1,2,1,0,0.0
DE4454302,Neißegebiet,DE,B,2009,2022,5,9,14,9,0.6428571428571429
DE4454451,Neißetal,DE,A,2009,2022,5,10,14,9,0.6428571428571429
DE4503301,Hangmoor Damerbruch,DE,B,2023,2023,1,2,1,0,0.0
DE4504301,Staatsforst Rheurdt / Littard,DE,B,2019,2024,3,3,6,3,0.5
DE4504302,Tote Rahm,DE,B,2017,2017,1,1,1,0,0.0
DE4507301,Ruhraue in Mülheim,DE,B,2003,2025,19,271,23,4,0.17391304347826086
DE4508301,Heisinger Ruhraue,DE,B,2007,2025,14,96,19,5,0.2631578947368421
DE4513301,Luerwald und Bieberbach,DE,B,2020,2025,5,7,6,1,0.16666666666666666
DE4513401,Vogelschutzgebiet Luerwald und Bieberbach,DE,A,2020,2025,5,7,6,1,0.16666666666666666
DE4514302,Arnsberger Wald,DE,B,2019,2025,4,8,7,3,0.42857142857142855
DE4514303,Waldreservat Obereimer,DE,B,2025,2025,1,2,1,0,0.0
DE4514401,Vogelschutzgebiet 'Möhnesee',DE,A,2011,2025,12,147,15,3,0.2
DE4515302,Heveoberlauf,DE,B,2022,2023,2,2,2,0,0.0
DE4515304,Möhne Mittellauf,DE,B,2018,2025,8,11,8,0,0.0
DE4517301,Wälder und Quellen des Almetals,DE,B,2019,2025,2,2,7,5,0.7142857142857143
DE4517303,Leiberger Wald,DE,B,2025,2025,1,1,1,0,0.0
DE4523303,Ballertasche,DE,B,2004,2004,1,1,1,0,0.0
DE4523331,Fulda zwischen Wahnhausen und Bonaforth,DE,B,2018,2021,2,2,4,2,0.5
DE4524302,Buchenwälder und Kalk-Magerrasen zwischen Dransfeld u. Hedemünden,DE,B,2016,2023,4,6,8,4,0.5
DE4525331,Reinhäuser Wald,DE,B,2015,2025,5,6,11,6,0.5454545454545454
DE4525333,Leine zwischen Friedland und Niedernjesa,DE,B,2016,2020,2,2,5,3,0.6
DE4527420,Untereichsfeld - Ohmgebirge,DE,A,2010,2023,12,55,14,2,0.14285714285714285
DE4530301,Westliche Hainleite - Wöbelsburg,DE,C,2021,2024,2,2,4,2,0.5
DE4531401,Helmestausee Berga-Kelbra (Anteil Sachsen-Anhalt),DE,A,2008,2025,18,57,18,0,0.0
DE4531403,Kyffhäuser - Badraer Schweiz - Helmestausee,DE,A,2010,2025,8,12,16,8,0.5
DE4533301,Gewässersystem der Helmeniederung,DE,B,2020,2020,1,1,1,0,0.0
DE4536301,Röhrichte und Salzwiesen am Süßen See,DE,B,2021,2023,2,2,3,1,0.3333333333333333
DE4536302,Salziger See nördlich Röblingen am See,DE,B,2010,2024,8,17,15,7,0.4666666666666667
DE4536401,Salziger See und Salzatal,DE,A,2010,2024,8,17,15,7,0.4666666666666667
DE4537301,"Saale-, Elster-, Luppe-Aue zwischen Merseburg und Halle",DE,B,2011,2025,9,18,15,6,0.4
DE4539301,Brösen Glesien und Tannenwald,DE,B,2021,2023,2,2,3,1,0.3333333333333333
DE4540301,Partheaue,DE,B,2010,2023,7,14,14,7,0.5
DE4543303,Dahle und Tauschke,DE,B,2022,2022,1,1,1,0,0.0
DE4545301,Elbtal zwischen Schöna und Mühlberg,DE,B,2007,2025,17,126,19,2,0.10526315789473684
DE4545452,Elbtal zwischen Schöna und Mühlberg,DE,A,2007,2025,17,117,19,2,0.10526315789473684
DE4546301,Kleine Röder,DE,B,2015,2022,3,7,8,5,0.625
DE4546304,Röderaue und Teiche unterhalb Großenhain,DE,B,2022,2025,3,3,4,1,0.25
DE4546451,Unteres Rödertal,DE,A,2022,2025,3,3,4,1,0.25
DE4550301,Dubringer Moor,DE,B,2023,2025,2,3,3,1,0.3333333333333333
DE4550451,Dubringer Moor,DE,A,2023,2025,2,3,3,1,0.3333333333333333
DE4552302,Oberlausitzer Heide- und Teichlandschaft,DE,B,2016,2025,10,67,10,0,0.0
DE4552451,Biosphärenreservat Oberlausitzer Heide- und Teichlandschaft,DE,A,2012,2025,12,95,14,2,0.14285714285714285
DE4552452,Muskauer und Neustädter Heide,DE,A,2024,2024,1,1,1,0,0.0
DE4553301,Schwarzer Schöps unterhalb Reichwalde,DE,B,2024,2025,2,4,2,0,0.0
DE4554303,Niederspreer Teichgebiet und Kleine Heide Hähnichen,DE,B,2008,2025,6,8,18,12,0.6666666666666666
DE4554451,Teichgebiete Niederspree-Hammerstadt,DE,A,2008,2025,6,9,18,12,0.6666666666666666
DE4603301,Krickenbecker Seen - Kl. De Witt-See,DE,B,1975,2025,28,863,51,23,0.45098039215686275
DE4603401,Vogelschutzgebiet 'Schwalm-Nette-Platte mit Grenzwald u. Meinweg',DE,A,1975,2025,32,1463,51,19,0.37254901960784315
DE4605301,"Latumer Bruch mit Buersbach, Stadtgräben und Wasserwerk",DE,B,2016,2025,10,33,10,0,0.0
DE4605302,Egelsberg,DE,B,2021,2023,2,2,3,1,0.3333333333333333
DE4606301,Die Spey,DE,B,2023,2023,1,1,1,0,0.0
DE4606302,Ueberanger Mark,DE,B,2018,2022,3,4,5,2,0.4
DE4607301,Wälder bei Ratingen,DE,B,2022,2024,2,2,3,1,0.3333333333333333
DE4610301,Gevelsberger Stadtwald,DE,B,2015,2025,8,15,11,3,0.2727272727272727
DE4611301,Kalkbuchenwälder bei Hohenlimburg,DE,B,2012,2025,7,13,14,7,0.5
DE4613301,Hönnetal,DE,B,2018,2022,4,7,5,1,0.2
DE4614303,Ruhr,DE,B,2018,2025,8,24,8,0,0.0
DE4615301,Ruhrtal bei Laer u. Schneisenberg,DE,B,2012,2012,1,1,1,0,0.0
DE4616301,Halden bei Ramsbeck,DE,B,2023,2023,1,1,1,0,0.0
DE4617302,Gewässersystem Diemel und Hoppecke,DE,B,2010,2025,6,8,16,10,0.625
DE4620302,Wald bei Volkhardinghausen und Freienhagen,DE,B,2013,2013,1,1,1,0,0.0
DE4620304,"Twiste mit Wilde, Watter und Aar",DE,B,2012,2012,1,1,1,0,0.0
DE4620401,Vorsperre-Twistetalsperre,DE,C,2005,2023,18,620,19,1,0.05263157894736842
DE4622302,Habichtswald und Seilerberg bei Ehlen,DE,B,2010,2025,11,35,16,5,0.3125
DE4622303,"Dörnberg, Immelburg und Helfenstein",DE,B,2012,2024,4,5,13,9,0.6923076923076923
DE4623331,Bachtäler im Kaufunger Wald,DE,B,2015,2015,1,4,1,0,0.0
DE4623350,Fulda ab Wahnhausen,DE,B,2021,2025,2,2,5,3,0.6
DE4624301,Ermschwerder Heegen,DE,B,2015,2025,8,23,11,3,0.2727272727272727
DE4624303,Freudenthal bei Witzenhausen,DE,B,2012,2025,14,235,14,0,0.0
DE4625301,Ebenhöhe-Liebenberg,DE,B,2015,2025,5,6,11,6,0.5454545454545454
DE4625303,NSG Kelle - Teufelskanzel,DE,B,2012,2016,3,6,5,2,0.4
DE4625331,Mausohr-Jagdgebiet Leinholz,DE,B,2016,2016,1,1,1,0,0.0
DE4626420,Werrabergland südwestlich Uder,DE,A,2012,2024,4,7,13,9,0.6923076923076923
DE4631302,Hainleite - Wipperdurchbruch - Kranichholz,DE,B,2018,2023,2,2,6,4,0.6666666666666666
DE4632302,Kyffhäuser - Badraer Schweiz - Solwiesen,DE,B,2010,2025,8,11,16,8,0.5
DE4632420,Hainleite - Westliche Schmücke,DE,A,2018,2023,2,2,6,4,0.6666666666666666
DE4633303,Esperstedter Ried - Salzstellen bei Artern,DE,B,2015,2025,6,26,11,5,0.45454545454545453
DE4633420,Helme-Unstrut-Niederung,DE,A,2015,2025,6,26,11,5,0.45454545454545453
DE4634302,Ziegelrodaer Buntsandsteinplateau,DE,B,2023,2023,1,1,1,0,0.0
DE4637301,Geiselniederung westlich Merseburg,DE,B,2020,2021,2,2,2,0,0.0
DE4638302,Elster-Luppe-Aue,DE,B,2017,2022,5,6,6,1,0.16666666666666666
DE4638401,Saale-Elster-Aue südlich Halle,DE,A,2011,2025,10,36,15,5,0.3333333333333333
DE4639301,Leipziger Auensystem,DE,B,2011,2025,12,84,15,3,0.2
DE4639302,Bienitz und Moormergelgebiet,DE,B,2010,2010,1,1,1,0,0.0
DE4639451,Leipziger Auwald,DE,A,2006,2025,16,230,20,4,0.2
DE4641301,Teich- und Waldgebiete um Machern und Brandis,DE,B,2018,2018,1,1,1,0,0.0
DE4641302,Laubwaldgebiete zwischen Brandis und Grimma,DE,B,2016,2025,4,51,10,6,0.6
DE4641451,Laubwaldgebiete östlich Leipzig,DE,A,2014,2025,11,65,12,1,0.08333333333333333
DE4642451,Wermsdorfer Teich- und Waldgebiet,DE,A,2021,2025,3,5,5,2,0.4
DE4643301,Wermsdorfer Waldteichkette,DE,B,2021,2021,1,1,1,0,0.0
DE4644302,Döllnitz und Mutzschener Wasser,DE,B,2021,2021,1,2,1,0,0.0
DE4645301,Jahnaniederung,DE,B,2018,2018,1,1,1,0,0.0
DE4645451,Linkselbische Bachtäler,DE,A,2015,2023,7,10,9,2,0.2222222222222222
DE4647301,Große Röder zwischen Großenhain und Medingen,DE,B,2020,2023,4,13,4,0,0.0
DE4647451,Mittleres Rödertal,DE,A,2021,2023,3,12,3,0,0.0
DE4648302,Königsbrücker Heide,DE,B,2019,2023,3,3,5,2,0.4
DE4648451,Königsbrücker Heide,DE,A,2019,2023,3,3,5,2,0.4
DE4648452,Teiche bei Zschorna,DE,A,2010,2023,4,9,14,10,0.7142857142857143
DE4649305,Saleskbachniederung unterhalb Grüngräbchen,DE,B,2003,2003,1,1,1,0,0.0
DE4650303,Cunnersdorfer Teiche,DE,B,2023,2023,1,1,1,0,0.0
DE4650304,Teichgebiet Biehla-Weißig,DE,B,2019,2025,2,2,7,5,0.7142857142857143
DE4650305,Deutschbaselitzer Großteichgebiet,DE,B,2019,2019,1,1,1,0,0.0
DE4650451,Teichgebiet Biehla-Weißig,DE,A,2019,2025,2,2,7,5,0.7142857142857143
DE4651302,Klosterwasserniederung,DE,B,2021,2021,1,4,1,0,0.0
DE4651303,Teichgruppen am Doberschützer Wasser,DE,B,2017,2025,2,4,9,7,0.7777777777777778
DE4651306,Biwatsch-Teichgruppe und Teiche bei Caminau,DE,B,2009,2024,4,4,16,12,0.75
DE4651451,Doberschützer  Wasser,DE,A,2009,2025,5,7,17,12,0.7058823529411765
DE4654303,Teiche bei Moholz,DE,B,2023,2023,1,1,1,0,0.0
DE4702301,Elmpter Schwalmbruch,DE,B,1991,2025,22,227,35,13,0.37142857142857144
DE4702302,Wälder und Heiden bei Brüggen-Bracht,DE,B,2010,2023,10,11,14,4,0.2857142857142857
DE4703301,Tantelbruch mit Elmpter Bachtal und Teilen der Schwalmaue,DE,B,2010,2025,13,30,16,3,0.1875
DE4706301,Ilvericher Altrheinschlinge,DE,B,2020,2025,4,14,6,2,0.3333333333333333
DE4707301,Rotthäuser und Morper Bachtal,DE,B,2006,2025,14,67,20,6,0.3
DE4707302,Neandertal,DE,B,2009,2025,14,115,17,3,0.17647058823529413
DE4709301,Wupper östlich Wuppertal,DE,B,2014,2025,4,5,12,8,0.6666666666666666
DE4709303,Gelpe und Saalbach,DE,B,2017,2023,7,14,7,0,0.0
DE4710301,Ennepe unterhalb der Talsperre,DE,B,2013,2025,3,4,13,10,0.7692307692307693
DE4715301,Wenne,DE,B,2019,2025,3,3,7,4,0.5714285714285714
DE4716301,"Hunau, Oberes Negertal, Renautal und Steinberg",DE,B,2021,2024,2,3,4,2,0.5
DE4717305,Bergwiesen bei Winterberg,DE,B,2020,2024,4,7,5,1,0.2
DE4717306,Oberes Orketal,DE,B,2023,2025,2,3,3,1,0.3333333333333333
DE4717307,Wissinghauser Heide,DE,B,2022,2022,1,1,1,0,0.0
DE4717310,Schluchtwald Helle bei Winterberg,DE,B,2017,2024,5,15,8,3,0.375
DE4717401,Vogelschutzgebiet 'Medebacher Bucht',DE,A,2017,2025,8,33,9,1,0.1111111111111111
DE4718303,Goldhäuser Teich,DE,B,2006,2016,6,10,11,5,0.45454545454545453
DE4719304,"Langenstein, Klinger Klippen und Hochstein",DE,B,2010,2013,3,3,4,1,0.25
DE4720303,Wald nördlich Netze,DE,B,2006,2006,1,1,1,0,0.0
DE4720304,Edersee-Steilhänge,DE,B,2020,2020,1,1,1,0,0.0
DE4721304,Gudensberger Basaltkuppen und Wald am Falkenstein,DE,B,2021,2025,2,2,5,3,0.6
DE4722304,Dönche,DE,B,2016,2022,4,5,7,3,0.42857142857142855
DE4722401,Fuldaaue um Kassel,DE,A,2009,2025,17,530,17,0,0.0
DE4722402,Hirzstein bei Kassel,DE,A,2014,2014,1,1,1,0,0.0
DE4724306,Lossetal bei Fürstenhagen,DE,B,2020,2020,1,1,1,0,0.0
DE4725302,Jestädter Weinberg / Werraaltarm u. -aue bei Albungen,DE,B,2014,2022,5,5,9,4,0.4444444444444444
DE4725306,Meißner und Meißner Vorland,DE,B,2013,2022,4,4,10,6,0.6
DE4725401,Meißner,DE,A,2017,2021,2,3,5,3,0.6
DE4735307,Unstrutaue bei Burgscheidungen,DE,B,2023,2023,1,2,1,0,0.0
DE4739301,Kulkwitzer Lachen,DE,B,2022,2024,2,2,3,1,0.3333333333333333
DE4739302,Elsteraue südlich Zwenkau,DE,B,2021,2024,3,4,4,1,0.25
DE4739451,Elsteraue bei Groitzsch,DE,A,2021,2024,3,4,4,1,0.25
DE4739452,Bergbaufolgelandschaft Werben,DE,A,2017,2020,3,3,4,1,0.25
DE4740301,Oberholz und Störmthaler Wiesen,DE,B,2021,2022,2,2,2,0,0.0
DE4740451,Rückhaltebecken Stöhna,DE,A,2019,2025,3,4,7,4,0.5714285714285714
DE4746303,Bosel und Elbhänge nördlich Meißen,DE,B,2021,2021,1,1,1,0,0.0
DE4747301,Hopfenbachtal,DE,B,2022,2022,1,1,1,0,0.0
DE4747451,Moritzburger Kleinkuppenlandschaft,DE,A,2013,2021,3,4,9,6,0.6666666666666666
DE4748301,Teiche um Zschorna und Kleinnaundorf,DE,B,2020,2025,4,8,6,2,0.3333333333333333
DE4749301,Pulsnitz- und Haselbachtal,DE,B,2017,2020,2,3,4,2,0.5
DE4749302,Fließgewässersystem Kleine Röder und Orla,DE,B,2017,2018,2,2,2,0,0.0
DE4752301,Teiche zwischen Neschwitz und Großdubrau,DE,B,2020,2024,2,3,5,3,0.6
DE4752302,Spreeniederung Malschwitz,DE,B,2014,2023,3,4,10,7,0.7
DE4752451,Teiche zwischen Neschwitz und Lomske,DE,A,2020,2024,2,3,5,3,0.6
DE4752452,Spreeniederung Malschwitz,DE,A,2014,2021,4,6,8,4,0.5
DE4753302,Täler um Weißenberg,DE,B,2020,2024,4,11,5,1,0.2
DE4753451,Feldgebiete in der östlichen Oberlausitz,DE,A,2020,2024,3,12,5,2,0.4
DE4754302,"Stauwurzel, Teiche und Wälder an der Talsperre Quitzdorf",DE,B,2016,2016,1,1,1,0,0.0
DE4754303,Ullersdorfer Teiche,DE,B,2020,2021,2,2,2,0,0.0
DE4754451,Talsperre Quitzdorf,DE,A,2012,2020,3,3,9,6,0.6666666666666666
DE4755302,Fließgewässer bei Schöpstal und Kodersdorf,DE,B,2020,2023,2,2,4,2,0.5
DE4802301,Lüsekamp und Boschbeek,DE,B,2006,2025,18,71,20,2,0.1
DE4803301,"Schwalm, Knippertzbach, Raderveekes u. Lüttelforster Bruch",DE,B,2008,2025,9,15,18,9,0.5
DE4803302,Schaagbachtal,DE,B,2009,2012,4,4,4,0,0.0
DE4803303,Helpensteiner Bachtal-Rothenbach,DE,B,2019,2025,5,11,7,2,0.2857142857142857
DE4806303,Knechtstedener Wald mit Chorbusch,DE,B,2017,2025,5,7,9,4,0.4444444444444444
DE4806304,NSG Uedesheimer Rheinbogen,DE,B,2022,2025,3,5,4,1,0.25
DE4807301,Urdenbach - Kirberger Loch - Zonser Grind,DE,B,2005,2025,19,293,21,2,0.09523809523809523
DE4807302,Hilden - Spörkelnbruch,DE,B,2014,2024,5,10,11,6,0.5454545454545454
DE4807303,Ohligser Heide,DE,B,2013,2025,9,12,13,4,0.3076923076923077
DE4808301,Wupper von Leverkusen bis Solingen,DE,B,2017,2025,8,37,9,1,0.1111111111111111
DE4809301,Dhünn u. Eifgenbach,DE,B,2015,2025,7,9,11,4,0.36363636363636365
DE4810301,Wupper und Wipper bei Wipperfürth,DE,B,2017,2025,9,48,9,0,0.0
DE4812301,Ebbemoore,DE,B,2024,2024,1,4,1,0,0.0
DE4816302,Schanze,DE,B,2021,2025,2,4,5,3,0.6
DE4817302,Schluchtwald Angstbecke und Gümminghauser Mark,DE,B,2021,2025,2,2,5,3,0.6
