SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
DE2647301,Kieker und Schotterwerk,DE,B,2020,2020,1,1,1,0,0.0
DE2649421,Uckerniederung,DE,A,2003,2025,15,46,23,8,0.34782608695652173
DE2651301,Storkower Os und östlicher Bürgersee bei Penkun,DE,B,2025,2025,1,2,1,0,0.0
DE2651471,Randowtal,DE,A,2008,2008,1,2,1,0,0.0
DE2652302,Hohenholzer Forst und Kleingewässerlandschaft bei Kyritz,DE,B,2010,2025,5,6,16,11,0.6875
DE2709401,Rheiderland,DE,A,2009,2025,16,246,17,1,0.058823529411764705
DE2715301,"Ipweger Moor, Gellener Torfmöörte",DE,B,2020,2025,5,8,6,1,0.16666666666666666
DE2715331,"Eichenbruch, Ellernbusch",DE,B,2019,2019,1,1,1,0,0.0
DE2716331,Mittlere und Untere Hunte (mit Barneführer Holz und Schreensmoor),DE,B,2014,2023,6,9,10,4,0.4
DE2718301,Reithbruch,DE,B,2013,2013,1,1,1,0,0.0
DE2718332,"Untere Wümmeniederung, untere Hammeniederung mit Teufelsmoor",DE,B,1993,2025,14,83,33,19,0.5757575757575758
DE2719401,Hammeniederung,DE,A,1993,2025,17,88,33,16,0.48484848484848486
DE2723331,Wümmeniederung,DE,B,1968,2025,18,74,58,40,0.6896551724137931
DE2723401,Moore bei Sittensen,DE,A,1981,2025,21,250,45,24,0.5333333333333333
DE2724331,Kauers Wittmoor,DE,B,2021,2021,1,1,1,0,0.0
DE2725301,Lüneburger Heide,DE,C,1961,2025,35,1372,65,30,0.46153846153846156
DE2726331,Garlstorfer und Toppenstedter Wald,DE,B,2021,2025,3,3,5,2,0.4
DE2727331,Laubwälder am Einemhof und Kranichmoor,DE,B,2012,2020,7,12,9,2,0.2222222222222222
DE2732371,Rögnitzniederung,DE,B,2012,2012,1,1,1,0,0.0
DE2732473,Mecklenburgisches Elbetal,DE,A,1991,2025,23,729,35,12,0.34285714285714286
DE2733301,Lübtheener Heide und Trebser Moor,DE,B,2020,2024,4,6,5,1,0.2
DE2733401,Lübtheener Heide,DE,A,2020,2024,3,5,5,2,0.4
DE2734401,Feldmark Eldena bei Grabow,DE,A,2023,2023,1,1,1,0,0.0
DE2736471,Feldmark Stolpe - Karrenzin - Dambeck - Werle,DE,A,2014,2015,2,3,2,0,0.0
DE2738301,Hainholz an der Stepenitz,DE,B,2014,2014,1,1,1,0,0.0
DE2738302,Stepenitz,DE,B,2014,2025,2,3,12,10,0.8333333333333334
DE2738421,Agrarlandschaft Prignitz-Stepenitz,DE,A,2009,2025,14,69,17,3,0.17647058823529413
DE2741301,"Berlinchener See, Berlinchener Luch",DE,B,2016,2016,1,1,1,0,0.0
DE2741302,Mönchsee,DE,B,2010,2022,6,13,13,7,0.5384615384615384
DE2741401,Buchholzer-Krümmeler Heide,DE,A,2009,2025,14,79,17,3,0.17647058823529413
DE2743304,Kleinseenlandschaft zwischen Mirow und Wustrow,DE,B,2013,2023,6,13,11,5,0.45454545454545453
DE2744307,Moore und Seen bei Wesenberg,DE,B,2021,2021,1,4,1,0,0.0
DE2744308,Wangnitzsee,DE,B,2024,2024,1,1,1,0,0.0
DE2745301,Klapperberge,DE,B,2022,2022,1,1,1,0,0.0
DE2745371,Sandergebiet südlich von Serrahn,DE,B,2014,2018,2,2,5,3,0.6
DE2746301,Hardenbeck-Küstrinchen,DE,B,2002,2025,6,11,24,18,0.75
DE2746302,Krüselinsee und Mechowseen,DE,B,2016,2025,3,3,10,7,0.7
DE2746401,Uckermärkische Seenlandschaft,DE,A,2002,2025,18,158,24,6,0.25
DE2747302,Stromgewässer,DE,B,2013,2025,6,10,13,7,0.5384615384615384
DE2747303,Kuhzer See/Jakobshagen,DE,B,2018,2023,3,4,6,3,0.5
DE2747304,Klaushagen,DE,B,2021,2021,1,1,1,0,0.0
DE2748301,Charlottenhöhe,DE,B,2022,2025,3,3,4,1,0.25
DE2749301,Uckerseewiesen und Trockenhänge,DE,B,2023,2023,1,1,1,0,0.0
DE2749322,Seenkette Hohengüstow-Lützlow,DE,B,2022,2022,1,1,1,0,0.0
DE2750301,Randow-Welse-Bruch,DE,B,2005,2025,14,116,21,7,0.3333333333333333
DE2750302,Blumberger Wald,DE,B,2019,2019,1,1,1,0,0.0
DE2750304,Zichower Wald - Weinberg,DE,B,2023,2023,1,1,1,0,0.0
DE2751301,Piepergrund,DE,B,2024,2024,1,1,1,0,0.0
DE2751421,Randow-Welse-Bruch,DE,A,2005,2025,18,480,21,3,0.14285714285714285
DE2752301,Trockenrasen Geesow,DE,B,2012,2024,3,4,13,10,0.7692307692307693
DE2752302,Salveytal,DE,B,2015,2025,5,9,11,6,0.5454545454545454
DE2752303,Silberberge,DE,B,2011,2024,9,20,14,5,0.35714285714285715
DE2752304,Stettiner Berge,DE,B,2012,2012,1,2,1,0,0.0
DE2809331,Ems,DE,B,2011,2025,11,66,15,4,0.26666666666666666
DE2812331,Godensholter Tief,DE,B,2021,2021,1,3,1,0,0.0
DE2814331,Haaren und Wold bei Wechloy,DE,B,2013,2020,3,3,8,5,0.625
DE2814332,Everstenmoor,DE,B,2022,2024,2,3,3,1,0.3333333333333333
DE2815331,"Sager Meer, Ahlhorner Fischteiche und Lethe",DE,B,2011,2025,7,17,15,8,0.5333333333333333
DE2816401,Hunteniederung,DE,A,1993,2025,19,186,33,14,0.42424242424242425
DE2817301,Werderland,DE,B,2023,2025,2,2,3,1,0.3333333333333333
DE2817331,"Untere Delme, Hache, Ochtum und Varreler Bäke",DE,B,2015,2015,1,1,1,0,0.0
DE2817370,Weser zwischen Ochtummündung und Rekum,DE,B,2011,2011,1,2,1,0,0.0
DE2817401,Werderland,DE,A,2011,2025,7,14,15,8,0.5333333333333333
DE2818302,Zentrales Blockland,DE,B,2008,2025,16,157,18,2,0.1111111111111111
DE2818304,Lesum,DE,B,2012,2012,1,1,1,0,0.0
DE2818401,Blockland,DE,A,2000,2025,18,267,26,8,0.3076923076923077
DE2819301,Untere Wümme,DE,B,1995,2025,17,104,31,14,0.45161290322580644
DE2819302,Kuhgrabensee,DE,B,2000,2025,13,59,26,13,0.5
DE2819370,Hollerland,DE,C,2009,2023,6,12,15,9,0.6
DE2819402,Borgfelder Wümmewiesen,DE,A,1995,2025,18,135,31,13,0.41935483870967744
DE2820301,"Wiestetal, Glindbusch, Borchelsmoor",DE,B,2016,2016,1,1,1,0,0.0
DE2820402,Wümmewiesen bei Fischerhude,DE,A,2010,2025,10,29,16,6,0.375
DE2824331,Schwarzes Moor und Seemoor,DE,B,2015,2025,4,12,11,7,0.6363636363636364
DE2830331,Buchen- und Eichenwälder in der Göhrde (mit Breeser Grund),DE,B,2010,2024,7,16,15,8,0.5333333333333333
DE2830332,Rotbauchunken-Vorkommen Strothe/Almstorf,DE,B,2014,2014,1,2,1,0,0.0
DE2832331,Gewässersystem der Jeetzel mit Quellwäldern,DE,B,2012,2024,7,12,13,6,0.46153846153846156
DE2832401,Niedersächsische Mittelelbe,DE,A,1966,2025,39,10178,60,21,0.35
DE2833301,Werder Besandten,DE,B,2008,2022,4,10,15,11,0.7333333333333333
DE2833302,Untere Rhinowwiesen,DE,B,2017,2022,3,9,6,3,0.5
DE2833306,Elbtallandschaft und Löcknitzniederung bei Dömitz,DE,B,1991,2025,20,253,35,15,0.42857142857142855
DE2833307,Festung Dömitz,DE,B,2023,2023,1,1,1,0,0.0
DE2834301,Untere Löcknitzniederung,DE,B,2011,2025,12,19,15,3,0.2
DE2835301,Rambower Moor,DE,B,2009,2025,16,94,17,1,0.058823529411764705
DE2835302,Nausdorfer Moor,DE,B,2019,2020,2,2,2,0,0.0
DE2836301,Mittlere und Obere Löcknitz,DE,B,2023,2023,1,3,1,0,0.0
DE2842301,Wummsee und Twernsee,DE,B,2016,2021,3,3,6,3,0.5
DE2843302,Forst Buberow,DE,B,2009,2020,2,2,12,10,0.8333333333333334
DE2843303,Himmelreich,DE,B,2013,2013,1,1,1,0,0.0
DE2843401,Stechlin,DE,A,2006,2024,12,114,19,7,0.3684210526315789
DE2844301,Stechlin,DE,B,2006,2024,13,118,19,6,0.3157894736842105
DE2844302,Polzowtal,DE,B,1989,1989,1,1,1,0,0.0
DE2844303,Gramzow-Seen,DE,B,2014,2014,1,33,1,0,0.0
DE2844304,Globsower Buchheide,DE,B,1989,1989,1,1,1,0,0.0
DE2845301,Stolpseewiesen-Siggelhavel,DE,B,2017,2025,4,4,9,5,0.5555555555555556
DE2846301,Kleine Schorfheide - Havel,DE,B,2011,2024,10,46,14,4,0.2857142857142857
DE2846302,Templiner Kanalwiesen,DE,B,2011,2020,3,9,10,7,0.7
DE2847303,Kölpinsee,DE,B,2014,2024,4,4,11,7,0.6363636363636364
DE2847304,Platkowsee-Netzowsee-Metzelthin,DE,B,2009,2025,5,9,17,12,0.7058823529411765
DE2848301,Arnimswalde,DE,B,2018,2024,3,5,7,4,0.5714285714285714
DE2848302,Eulenberge,DE,B,2011,2024,4,6,14,10,0.7142857142857143
DE2848303,Kronhorst-Groß Fredenwalde,DE,B,2009,2025,12,32,17,5,0.29411764705882354
DE2848304,Schwemmpfuhl,DE,B,2020,2021,2,3,2,0,0.0
DE2849302,Melzower Forst,DE,B,2018,2024,7,25,7,0,0.0
DE2849304,Steinhöfel-Schmiedeberg-Friedrichsfelde,DE,B,2012,2021,5,19,10,5,0.5
DE2849325,Oberückersee,DE,B,2014,2025,7,16,12,5,0.4166666666666667
DE2909401,Emstal von Lathen bis Papenburg,DE,A,2008,2025,8,57,18,10,0.5555555555555556
DE2910301,"Krummes Meer, Aschendorfer Obermoor",DE,B,2018,2018,1,1,1,0,0.0
DE2911301,Leegmoor,DE,B,2013,2023,3,5,11,8,0.7272727272727273
DE2911302,Esterweger Dose,DE,B,2018,2020,2,2,3,1,0.3333333333333333
DE2911401,Esterweger Dose,DE,A,2013,2025,8,13,13,5,0.38461538461538464
DE2916301,Hasbruch,DE,C,2010,2025,16,118,16,0,0.0
DE2916331,Stühe,DE,B,2025,2025,1,1,1,0,0.0
DE2917331,Delmetal zwischen Harpstedt und Delmenhorst,DE,B,2020,2023,2,3,4,2,0.5
DE2918370,Niedervieland-Stromer Feldmark,DE,B,2020,2025,2,4,6,4,0.6666666666666666
DE2918401,Niedervieland,DE,A,2010,2025,15,87,16,1,0.0625
DE2919371,Parks in Oberneuland,DE,B,2024,2025,2,2,2,0,0.0
DE2919401,Weseraue,DE,A,2009,2025,13,121,17,4,0.23529411764705882
DE2919402,Oberneulander Wümmeniederung,DE,A,2010,2024,3,3,15,12,0.8
DE2921331,Wolfsgrund,DE,B,2023,2023,1,1,1,0,0.0
DE2922301,Großes und Weißes Moor,DE,B,2011,2023,3,5,13,10,0.7692307692307693
DE2924301,Böhme,DE,B,1974,2025,8,18,52,44,0.8461538461538461
DE2924331,Riensheide,DE,B,2015,2016,2,8,2,0,0.0
DE2928331,Bobenwald,DE,B,2009,2009,1,1,1,0,0.0
DE2929301,Lohn,DE,B,2014,2016,3,4,3,0,0.0
DE2929331,Kammmolch-Biotop Mührgehege/Oetzendorf,DE,B,2010,2018,6,23,9,3,0.3333333333333333
DE2930401,Ostheide bei Himbergen und Bad Bodenteich,DE,A,2010,2024,9,17,15,6,0.4
DE2931401,Drawehn,DE,A,2009,2025,16,152,17,1,0.058823529411764705
DE2932301,Maujahn,DE,B,2012,2024,4,6,13,9,0.6923076923076923
DE2933301,Werder Kietz,DE,B,2012,2024,5,8,13,8,0.6153846153846154
DE2933401,Lucie,DE,A,2008,2025,16,75,18,2,0.1111111111111111
DE2934301,Nemitzer Heide,DE,C,1967,2025,25,84,59,34,0.576271186440678
DE2934302,Lenzen-Wustrower Elbniederung,DE,B,2008,2025,18,443,18,0,0.0
DE2934303,Elbaue Wootz,DE,B,2011,2025,9,13,15,6,0.4
DE2934304,Werder Mödlich,DE,B,2009,2025,15,88,17,2,0.11764705882352941
DE2934305,Werder Mödlich Ergänzung,DE,B,2021,2022,2,2,2,0,0.0
DE2935301,Aland-Elbe-Niederung nördlich Seehausen,DE,B,1991,2025,21,1274,35,14,0.4
DE2935303,Gandower Schweineweide,DE,B,2013,2025,7,17,13,6,0.46153846153846156
DE2935304,Elbdeichvorland Jagel,DE,B,2012,2024,5,10,13,8,0.6153846153846154
DE2935305,Gadow,DE,B,2012,2015,3,7,4,1,0.25
DE2935306,Elbe,DE,B,2011,2025,13,103,15,2,0.13333333333333333
DE2935401,Aland-Elbe-Niederung,DE,A,1991,2025,21,1295,35,14,0.4
DE2936302,Silge,DE,B,2018,2018,1,1,1,0,0.0
DE2937303,Untere Stepenitzniederung und Jeetzbach,DE,B,2009,2009,1,1,1,0,0.0
DE2940303,"Königsberger See, Kattenstieg See",DE,B,2024,2024,1,3,1,0,0.0
DE2941302,Wittstock-Ruppiner Heide,DE,B,2011,2024,11,55,14,3,0.21428571428571427
DE2941303,Dosse,DE,B,2012,2024,3,5,13,10,0.7692307692307693
DE2942302,Ruppiner Schweiz,DE,B,2016,2017,2,2,2,0,0.0
DE2943302,Rheinsberger Rhin und Hellberge,DE,B,2019,2019,1,1,1,0,0.0
DE2945301,Zehdenicker - Mildenberger Tonstiche,DE,B,2012,2023,7,21,12,5,0.4166666666666667
DE2945302,Seilershofer Buchheide,DE,B,2014,2014,1,1,1,0,0.0
DE2947302,Bollwinwiesen/Großer Gollinsee,DE,B,2021,2021,1,1,1,0,0.0
DE2947304,Lübbesee,DE,B,2012,2021,2,4,10,8,0.8
DE2947305,Polsensee,DE,B,2019,2022,2,4,4,2,0.5
DE2948302,Endmoränenlandschaft bei Ringenwalde,DE,B,2021,2021,1,1,1,0,0.0
DE2948303,Krinertseen,DE,B,2014,2014,1,1,1,0,0.0
DE2948304,Poratzer Moränenlandschaft,DE,B,2020,2024,2,2,5,3,0.6
DE2948401,Schorfheide-Chorin,DE,A,1965,2025,33,1247,61,28,0.45901639344262296
DE2949301,Fischteiche Blumberger Mühle,DE,B,2002,2025,22,285,24,2,0.08333333333333333
DE2949302,Grumsiner Forst/Redernswalde,DE,B,1965,2025,16,67,61,45,0.7377049180327869
DE2949303,Sernitz-Niederung und Trockenrasen,DE,B,2016,2025,3,9,10,7,0.7
DE2950302,Felchowseegebiet,DE,B,1980,2025,31,330,46,15,0.32608695652173914
DE2950303,Pinnow,DE,B,2016,2023,3,5,8,5,0.625
DE2951302,Unteres Odertal,DE,B,1980,2025,27,2726,46,19,0.41304347826086957
DE2951401,Unteres Odertal,DE,A,1980,2025,35,3096,46,11,0.2391304347826087
DE3012301,Markatal mit Bockholter Dose,DE,B,2023,2023,1,1,1,0,0.0
DE3013301,Heiden und Moore an der Talsperre Thülsfeld,DE,B,1999,2025,17,54,27,10,0.37037037037037035
DE3014302,NSG Baumweg,DE,B,2023,2024,2,2,2,0,0.0
DE3016301,Poggenpohlsmoor,DE,B,2017,2017,1,1,1,0,0.0
DE3021331,"Aller (mit Barnbruch), untere Leine, untere Oker",DE,B,1975,2025,26,2381,51,25,0.49019607843137253
DE3021333,Dünengebiet bei Neumühlen,DE,B,2015,2019,2,2,5,3,0.6
DE3022331,Lehrde und Eich,DE,B,2022,2025,3,3,4,1,0.25
DE3023301,Grundloses Moor,DE,B,2015,2024,6,8,10,4,0.4
DE3026301,Örtze mit Nebenbächen,DE,B,2011,2025,11,33,15,4,0.26666666666666666
DE3026302,Moor- und Heidegebiete im Truppenübungsplatz Munster-Süd,DE,B,2016,2025,6,21,10,4,0.4
DE3026401,Truppenübungsplätze Munster Nord und Süd,DE,A,2016,2025,6,21,10,4,0.4
DE3027401,Große Heide bei Unterlüß und Kiehnmoor,DE,A,2008,2024,17,210,17,0,0.0
DE3031301,Landgraben- und Dummeniederung,DE,B,2000,2025,18,158,26,8,0.3076923076923077
DE3032401,Landgraben- und Dummeniederung,DE,A,2000,2025,18,139,26,8,0.3076923076923077
DE3036301,Elbaue Beuster-Wahrenberg,DE,B,2009,2024,10,39,16,6,0.375
DE3036302,Elbdeichhinterland,DE,B,1991,2025,13,76,35,22,0.6285714285714286
DE3036304,Elbdeichvorland,DE,B,1991,2025,16,88,35,19,0.5428571428571428
DE3036401,Unteres Elbtal,DE,A,1991,2025,22,1484,35,13,0.37142857142857144
DE3037303,Karthane,DE,B,2012,2013,2,5,2,0,0.0
DE3038301,Plattenburg,DE,B,2009,2015,3,5,7,4,0.5714285714285714
DE3042301,Storbeck,DE,B,2025,2025,1,1,1,0,0.0
DE3042302,"Wahlendorfer Luch, Klappgraben, Gänsepfuhl",DE,B,2020,2020,1,1,1,0,0.0
DE3043302,Rhin zwischen Zippelsförde und Fristow,DE,B,2024,2024,1,1,1,0,0.0
DE3045302,Liebenberger Bruch,DE,B,2022,2022,1,6,1,0,0.0
DE3047301,Kienhorst/Köllnseen/Eichheide,DE,B,2009,2024,9,13,16,7,0.4375
DE3047303,Döllnfließ,DE,B,2011,2025,6,6,15,9,0.6
DE3048301,Lindhorst,DE,B,2018,2018,1,1,1,0,0.0
DE3048302,Werbellinkanal,DE,B,1977,2025,18,167,49,31,0.6326530612244898
DE3049302,Groß-Ziethen,DE,B,2017,2023,3,4,7,4,0.5714285714285714
DE3049303,Parsteinsee,DE,B,1965,2025,22,138,61,39,0.639344262295082
DE3050301,Brodowin-Oderberg,DE,B,1975,2025,16,101,51,35,0.6862745098039216
DE3050303,Lunower Hölzchen,DE,B,2023,2023,1,2,1,0,0.0
DE3110301,"Tinner Dose, Sprakeler Heide",DE,C,2009,2025,9,54,17,8,0.47058823529411764
DE3116302,Pestruper Gräberfeld,DE,B,2020,2020,1,1,1,0,0.0
DE3124301,Moor- und Heidegebiete im Truppenübungsplatz Bergen-Hohne,DE,B,2007,2025,4,6,19,15,0.7894736842105263
DE3124401,Truppenübungsplatz Bergen,DE,A,2007,2025,5,7,19,14,0.7368421052631579
DE3125301,Großes Moor bei Becklingen,DE,B,2014,2024,11,91,11,0,0.0
DE3126331,Heiden und Magerrasen in der Südheide,DE,B,2012,2025,13,51,14,1,0.07142857142857142
DE3127331,"Lutter, Lachte, Aschau (mit einigen Nebenbächen)",DE,B,2001,2025,15,295,25,10,0.4
DE3129301,Bullenkuhle,DE,B,2015,2015,1,1,1,0,0.0
DE3130331,Kammmolch-Biotop nordöstlich Langenbrügge,DE,B,2013,2017,5,8,5,0,0.0
DE3132301,Landgraben-Dumme-Niederung nördlich Salzwedel,DE,B,2011,2024,6,14,14,8,0.5714285714285714
DE3132401,Landgraben-Dumme-Niederung,DE,A,2011,2024,5,12,14,9,0.6428571428571429
DE3134301,Arendsee,DE,B,2010,2025,3,4,16,13,0.8125
DE3136301,Krumker Holz und Wälder östlich Drüsedau,DE,B,2020,2020,1,1,1,0,0.0
DE3137301,Lennewitzer Eichen,DE,B,2023,2023,1,1,1,0,0.0
DE3138301,Elbaue Werben und Alte Elbe Kannenberg,DE,B,2009,2025,17,167,17,0,0.0
DE3138302,Havel nördlich Havelberg,DE,B,2019,2023,3,3,5,2,0.4
DE3138303,Quitzöbler Dünengebiet,DE,B,2023,2024,2,4,2,0,0.0
DE3145421,Obere Havelniederung,DE,A,2008,2025,17,338,18,1,0.05555555555555555
DE3146301,Schnelle Havel,DE,B,2008,2025,8,25,18,10,0.5555555555555556
DE3146303,Kreuzbruch,DE,B,2021,2021,1,2,1,0,0.0
DE3147301,Finowtal - Pregnitzfließ,DE,B,2017,2025,6,21,9,3,0.3333333333333333
DE3148301,Nonnenfließ-Schwärzetal,DE,B,2020,2023,3,7,4,1,0.25
DE3148302,Buckowseerinne,DE,B,2013,2024,5,8,12,7,0.5833333333333334
DE3149302,Niederoderbruch,DE,B,2018,2025,3,7,8,5,0.625
DE3149303,Plagefenn,DE,B,1966,2023,9,31,58,49,0.8448275862068966
DE3149304,Finowtal - Ragöser Fließ,DE,B,2014,2025,3,5,12,9,0.75
DE3150303,Gabower Hangkante,DE,B,2021,2025,3,9,5,2,0.4
DE3150304,Trockenhänge Oderberg-Liepe,DE,B,2014,2014,1,1,1,0,0.0
DE3151301,Oderwiesen Neurüdnitz,DE,B,1997,2025,13,79,29,16,0.5517241379310345
DE3210302,Untere Haseniederung,DE,B,2020,2025,5,33,6,1,0.16666666666666666
DE3211431,Niederungen der Süd- und Mittelradde und der Marka,DE,A,2009,2025,7,71,17,10,0.5882352941176471
DE3216301,Goldenstedter Moor,DE,B,2011,2025,11,40,15,4,0.26666666666666666
DE3217331,Wietingsmoor,DE,B,2009,2025,14,78,17,3,0.17647058823529413
DE3221331,Lichtenmoor,DE,B,2025,2025,1,1,1,0,0.0
DE3222401,Untere Allerniederung,DE,A,2005,2025,16,61,21,5,0.23809523809523808
DE3224331,"Meißendorfer Teiche, Ostenholzer Moor",DE,B,1996,2025,26,569,30,4,0.13333333333333333
DE3224401,Ostenholzer Moor und Meißendorfer Teiche,DE,A,1996,2025,26,576,30,4,0.13333333333333333
DE3226331,Entenfang Boye und Bruchbach,DE,B,2016,2025,6,20,10,4,0.4
DE3227301,Breites Moor,DE,B,2020,2020,1,1,1,0,0.0
DE3227331,Kleingewässer bei Dalle,DE,B,2022,2022,1,1,1,0,0.0
DE3227401,Südheide und Aschauteiche bei Eschede,DE,A,2001,2025,18,303,25,7,0.28
DE3229331,Ise mit Nebenbächen,DE,B,2014,2024,5,5,11,6,0.5454545454545454
DE3229401,Schweimker Moor und Lüderbruch,DE,A,2005,2022,11,43,18,7,0.3888888888888889
DE3238301,Jederitzer Holz östlich Havelberg,DE,B,2022,2023,2,5,2,0,0.0
DE3238302,Elbaue zwischen Sandau und Schönhausen,DE,B,2012,2025,11,67,14,3,0.21428571428571427
DE3238303,Kamernscher See und Trübengraben,DE,B,2018,2025,5,10,8,3,0.375
DE3239301,Untere Havel und Schollener See,DE,B,1999,2025,21,1019,27,6,0.2222222222222222
DE3239401,Untere Havel/Sachsen-Anhalt und Schollener See,DE,A,1999,2025,21,1045,27,6,0.2222222222222222
DE3240301,Unteres Rhinluch - Dreetzer See,DE,B,1998,2024,6,16,27,21,0.7777777777777778
DE3240302,Gollenberg,DE,B,2012,2021,2,2,10,8,0.8
DE3242421,Rhin-Havelluch,DE,A,1998,2025,26,2010,28,2,0.07142857142857142
DE3243301,Oberes Rhinluch,DE,B,1998,2025,24,1203,28,4,0.14285714285714285
DE3244301,Kremmener Luch,DE,B,2024,2024,1,2,1,0,0.0
DE3246302,Briesetal,DE,B,2018,2025,4,10,8,4,0.5
DE3246303,Buchenwälder am Liepnitzsee,DE,B,2018,2018,1,1,1,0,0.0
DE3247301,Biesenthaler Becken,DE,B,2011,2025,11,50,15,4,0.26666666666666666
DE3247303,Oberseemoor,DE,B,2019,2019,1,1,1,0,0.0
DE3248302,Trampe,DE,B,2021,2025,2,2,5,3,0.6
DE3250301,Trockenrasen Wriezen und Biesdorfer Kehlen,DE,B,2014,2014,1,2,1,0,0.0
DE3250302,Hutelandschaft Altranft-Sonnenburg,DE,B,2019,2025,2,2,7,5,0.7142857142857143
DE3252301,Odervorland Gieshof,DE,B,2015,2023,2,2,9,7,0.7777777777777778
DE3311301,"Hahnenmoor, Hahlener Moor, Suddenmoor",DE,B,2015,2025,7,80,11,4,0.36363636363636365
DE3312331,Bäche im Artland,DE,B,2021,2025,2,2,5,3,0.6
DE3314331,Wald bei Burg Dinklage,DE,B,2025,2025,1,1,1,0,0.0
DE3315331,Diepholzer Moor,DE,B,1984,2025,11,32,42,31,0.7380952380952381
DE3317301,Neustädter Moor,DE,B,2008,2025,18,513,18,0,0.0
DE3319331,Hohes Moor bei Kirchdorf,DE,B,2019,2019,1,1,1,0,0.0
DE3319332,Teichfledermaus-Gewässer im Raum Nienburg,DE,B,2025,2025,1,19,1,0,0.0
DE3322331,Fledermauslebensraum bei Rodewald,DE,B,2019,2019,1,1,1,0,0.0
DE3326331,Henneckenmoor bei Scheuen,DE,B,2014,2020,6,16,7,1,0.14285714285714285
DE3329301,"Rössenbergheide-Külsenmoor, Heiliger Hain",DE,B,2019,2024,3,7,6,3,0.5
DE3329331,Teichgut in der Oerreler Heide,DE,B,2014,2025,5,16,12,7,0.5833333333333334
DE3329332,Großes Moor bei Gifhorn,DE,B,2007,2025,8,16,19,11,0.5789473684210527
DE3331302,Ohreaue,DE,B,2017,2025,3,6,9,6,0.6666666666666666
DE3332302,Jeetze südlich Beetzendorf,DE,B,2020,2020,1,1,1,0,0.0
DE3339301,Niederung der Unteren Havel/Gülper See,DE,B,1965,2025,39,3226,61,22,0.36065573770491804
DE3339303,Buckow-Steckelsdorf-Göttlin,DE,B,2011,2021,3,3,11,8,0.7272727272727273
DE3339402,Niederung der Unteren Havel,DE,A,1965,2025,39,5045,61,22,0.36065573770491804
DE3340302,Rodewaldsches Luch,DE,B,2010,2010,1,1,1,0,0.0
DE3340303,Hundewiesen,DE,B,2017,2025,8,21,9,1,0.1111111111111111
DE3341401,"U. Rhinluch/Dreetzer See, Havell. Luch und Belziger Landschaftsw.",DE,A,1997,2025,28,3939,29,1,0.034482758620689655
DE3342303,Paulinenauer Luch Ergänzung,DE,B,2015,2017,2,2,3,1,0.3333333333333333
DE3343301,Leitsakgraben,DE,B,2011,2011,1,2,1,0,0.0
DE3345301,Muhrgraben mit Teufelsbruch,DE,B,2015,2025,2,3,11,9,0.8181818181818182
DE3346301,Tegeler Fließtal,DE,C,2007,2025,19,332,19,0,0.0
DE3346302,Eichwerder Moorwiesen,DE,B,2011,2024,6,16,14,8,0.5714285714285714
DE3346304,Tegeler Fließtal,DE,B,2011,2024,9,27,14,5,0.35714285714285715
DE3347301,Börnicke,DE,B,1965,2025,3,14,61,58,0.9508196721311475
DE3347302,Schönower Heide,DE,B,2009,2025,16,62,17,1,0.058823529411764705
DE3347303,Schlosspark Buch,DE,B,2021,2025,2,3,5,3,0.6
DE3349302,Fängersee und unterer Gamengrund,DE,B,2020,2020,1,2,1,0,0.0
DE3350302,Batzlower Mühlenfließ - Büchnitztal,DE,B,2016,2016,1,10,1,0,0.0
DE3352301,Oderaue Kienitz,DE,B,2010,2023,12,80,14,2,0.14285714285714285
DE3353301,Oderaue Genschmar,DE,B,2016,2025,3,6,10,7,0.7
DE3406301,Itterbecker Heide,DE,B,2012,2025,6,44,14,8,0.5714285714285714
DE3408401,Dalum-Wietmarscher Moor und Georgsdorfer Moor,DE,A,2011,2025,14,254,15,1,0.06666666666666667
DE3411332,Swatte Poele,DE,B,2025,2025,1,1,1,0,0.0
DE3414331,Dammer Berge,DE,B,2020,2025,4,4,6,2,0.3333333333333333
DE3415301,Dümmer,DE,B,1984,2025,24,3872,42,18,0.42857142857142855
DE3415401,Dümmer,DE,A,1984,2025,24,4538,42,18,0.42857142857142855
DE3416301,Rehdener Geestmoor,DE,B,2006,2025,19,847,20,1,0.05
DE3416302,Oppenweher Moor,DE,C,2010,2025,15,119,16,1,0.0625
DE3417301,Oppenweher Moor,DE,B,2009,2025,16,190,17,1,0.058823529411764705
DE3417471,Vogelschutzgebiet Oppenweher Moor,DE,A,2009,2025,16,190,17,1,0.058823529411764705
DE3418301,Renzeler Moor,DE,B,2011,2025,4,4,15,11,0.7333333333333333
DE3418401,Diepholzer Moorniederung,DE,A,2006,2025,20,1874,20,0,0.0
DE3419401,Kuppendorfer Böhrde,DE,A,2010,2022,4,8,13,9,0.6923076923076923
DE3420331,Steinhuder Meer (mit Randbereichen),DE,B,1984,2025,22,1716,42,20,0.47619047619047616
DE3421301,Rehburger Moor,DE,B,2012,2025,3,8,14,11,0.7857142857142857
DE3423331,"Helstorfer, Otternhagener und Schwarzes Moor",DE,B,2016,2022,3,5,7,4,0.5714285714285714
DE3424301,Bissendorfer Moor,DE,B,2017,2025,8,32,9,1,0.1111111111111111
DE3425301,Trunnenmoor,DE,B,2022,2025,4,26,4,0,0.0
